loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,interest_rate,inflation_rate,season_of_application,loan_status
3299,1, Not Graduate, No,7000000,23000000,10,886,14000000,3700000,26700000,3600000,6.111476,1.8165115,Winter,approved
3300,3, Not Graduate, Yes,2100000,7400000,4,320,3300000,2700000,6300000,2200000,4.7753134,2.7776384,Summer,approved
3301,5, Graduate, Yes,7500000,28200000,2,440,8200000,5800000,24400000,6000000,5.4551435,2.6598442,Summer,approved
3302,5, Not Graduate, No,8500000,23400000,16,604,25100000,16500000,24500000,4800000,4.6230073,1.8151561,Summer,approved
3303,0, Not Graduate, No,4200000,14800000,20,510,9200000,5700000,11900000,2600000,3.7108161,1.7614906,Spring,rejected
3304,3, Graduate, Yes,1100000,3800000,20,814,1400000,1500000,3200000,1100000,7.208764,1.2334179,Winter,approved
3305,1, Graduate, No,1800000,6500000,6,540,2500000,3200000,5000000,1100000,4.62161,3.7417283,Fall,rejected
3306,2, Not Graduate, Yes,2700000,5700000,8,850,3500000,5000000,10500000,3900000,4.6115026,3.1086352,Fall,approved
3307,0, Graduate, No,3100000,10400000,18,622,1300000,5000000,7200000,1600000,7.208764,1.2334179,Winter,approved
3308,3, Not Graduate, No,3200000,9200000,14,443,3300000,1100000,7200000,4500000,4.4721556,1.339807,Summer,rejected
3309,3, Not Graduate, Yes,700000,1700000,8,733,1200000,800000,2400000,500000,7.615492,2.5911427,Winter,approved
3310,3, Graduate, No,9400000,21900000,16,685,8100000,5600000,34500000,5000000,3.3121765,2.7235186,Spring,approved
3311,5, Not Graduate, Yes,3200000,11800000,16,565,8100000,2700000,9200000,1800000,5.4027667,3.4643264,Fall,approved
3312,4, Not Graduate, Yes,6100000,21200000,6,808,700000,7200000,22300000,6100000,2.8657339,3.8686178,Fall,approved
3313,0, Graduate, No,3100000,10400000,18,622,1300000,5000000,7200000,1600000,4.823023,2.6480799,Summer,approved
3314,4, Graduate, No,3700000,9000000,18,668,7800000,1600000,13400000,3100000,4.9260077,1.7905263,Summer,approved
3315,4, Graduate, Yes,3100000,8100000,12,730,6300000,4500000,9000000,4500000,4.120092,1.4328573,Summer,approved
3316,5, Not Graduate, Yes,8000000,22500000,20,784,7600000,7300000,26000000,10800000,5.41168,3.4219398,Fall,approved
3317,2, Graduate, No,500000,1500000,2,888,1500000,300000,1500000,600000,4.4833503,2.0312696,Summer,approved
3318,1, Not Graduate, Yes,8700000,30700000,6,708,20600000,4500000,27600000,9300000,6.3803453,0.52083933,Winter,approved
3319,2, Graduate, No,6600000,25800000,18,598,3800000,3100000,16400000,5900000,3.9624898,2.5085306,Spring,approved
3320,2, Not Graduate, Yes,3600000,12800000,18,814,8600000,4100000,10300000,4100000,4.071802,3.182987,Fall,approved
3321,0, Not Graduate, Yes,500000,1400000,2,551,900000,600000,1100000,300000,5.847888,0.48412782,Summer,approved
3322,3, Graduate, Yes,8000000,25300000,4,306,22300000,7300000,24400000,6600000,6.235004,1.7767768,Winter,approved
3323,0, Not Graduate, Yes,3800000,14900000,6,899,7800000,600000,12400000,2800000,6.8690705,2.6404328,Winter,approved
3324,2, Graduate, Yes,4800000,13200000,20,310,11800000,4600000,12900000,4200000,3.3694441,2.299973,Spring,rejected
3325,3, Not Graduate, Yes,800000,2900000,10,644,600000,500000,2900000,400000,5.1083612,3.3085773,Fall,approved
3326,5, Not Graduate, Yes,6900000,15700000,14,887,13800000,5300000,25200000,4500000,5.268312,3.45741,Fall,approved
3327,4, Graduate, No,7800000,29700000,20,614,22000000,700000,26800000,6300000,5.3656635,2.3904383,Summer,approved
3328,4, Graduate, Yes,600000,1400000,4,761,800000,500000,2100000,300000,3.855911,2.3623343,Spring,approved
3329,1, Graduate, No,9100000,26200000,8,727,20800000,7100000,27800000,8900000,5.740453,3.5942583,Fall,approved
3330,4, Not Graduate, Yes,600000,2100000,6,558,1300000,1000000,2200000,300000,5.974328,3.8181844,Fall,approved
3331,4, Not Graduate, Yes,3800000,8200000,4,309,10900000,3900000,10200000,3300000,1.4585259,1.5955505,Spring,rejected
3332,3, Not Graduate, No,9100000,19300000,12,696,26200000,7700000,30100000,13300000,5.832925,5,Winter,approved
3333,2, Graduate, No,4500000,9100000,18,593,-100000,600000,12400000,2500000,6.738953,3.4031456,Winter,approved
3334,4, Not Graduate, Yes,1200000,4100000,16,585,900000,900000,2300000,900000,2.8005233,3.6707077,Fall,approved
3335,2, Not Graduate, Yes,9500000,36800000,6,493,24100000,13800000,32100000,6200000,6.8279014,1.2115936,Winter,rejected
3336,5, Graduate, No,3200000,10600000,2,432,6500000,3700000,11200000,3700000,8.165037,1.4037886,Winter,approved
3337,0, Not Graduate, No,2200000,8600000,4,563,900000,1000000,4400000,2800000,6.042837,1.5786945,Winter,approved
3338,5, Graduate, No,6300000,14600000,12,652,10300000,3500000,23500000,5900000,7.3450017,3.164978,Winter,approved
3339,0, Graduate, Yes,4800000,13500000,10,319,6800000,8300000,13700000,5100000,4.176854,2.2192354,Summer,rejected
3340,2, Graduate, Yes,6400000,24100000,6,592,2500000,6300000,20200000,6000000,6.760584,2.5662262,Winter,approved
3341,0, Not Graduate, Yes,9400000,35500000,16,592,9300000,11800000,30500000,5800000,2.9519312,3.9248905,Fall,approved
3342,2, Graduate, No,5200000,15400000,8,658,1200000,7500000,12800000,3200000,6.1477103,2.4778352,Winter,approved
3343,1, Not Graduate, No,8000000,30900000,2,315,23500000,1200000,19500000,7300000,8.718408,2.0170014,Winter,approved
3344,3, Graduate, Yes,6400000,21000000,2,813,3900000,10900000,20500000,4400000,2.3559551,1.8365642,Spring,approved
3345,5, Graduate, Yes,700000,2100000,14,863,100000,1200000,2700000,600000,2.945238,0.6598926,Spring,approved
3346,0, Not Graduate, No,7200000,15800000,12,379,12700000,12200000,21500000,3600000,5.3690987,1.7942398,Summer,rejected
3347,5, Not Graduate, No,6800000,20100000,14,839,1900000,600000,15600000,7500000,2.7333465,3.3223205,Fall,approved
3348,1, Not Graduate, Yes,4800000,14700000,2,356,7100000,8800000,13400000,5500000,3.0845041,3.953368,Fall,approved
3349,5, Graduate, Yes,9300000,30500000,18,841,19300000,10300000,34600000,8700000,3.1468418,2.3941176,Spring,approved
3350,3, Graduate, No,400000,1200000,12,861,200000,600000,1100000,200000,4.140364,4.280148,Winter,approved
3351,1, Not Graduate, No,8000000,30900000,2,315,23500000,1200000,19500000,7300000,4.6092215,1.5083244,Summer,approved
3352,0, Graduate, No,4900000,16400000,2,383,3300000,3500000,15000000,5800000,4.850249,3.2785158,Fall,approved
3353,4, Not Graduate, Yes,3000000,10900000,2,786,7600000,3300000,8000000,3200000,4.980263,4.363015,Winter,approved
3354,1, Not Graduate, No,6800000,16900000,12,779,13800000,10200000,23400000,4400000,7.2736917,1.9856195,Winter,approved
3355,4, Not Graduate, No,8900000,30100000,2,747,20600000,12900000,20700000,10300000,4.9624977,1.9476647,Summer,approved
3356,0, Not Graduate, Yes,7300000,25700000,10,666,14000000,3100000,29000000,6000000,3.989041,2.859185,Spring,approved
3357,1, Not Graduate, No,8000000,30900000,2,315,23500000,1200000,19500000,7300000,4.6115026,3.1086352,Fall,approved
3358,0, Not Graduate, No,7600000,25200000,6,888,12700000,10900000,24500000,7500000,5.0890536,2.2539566,Summer,approved
3359,4, Not Graduate, No,9900000,29100000,18,772,24100000,19400000,26800000,11700000,6.131686,4.222612,Winter,approved
3360,2, Graduate, No,4600000,17500000,20,597,11400000,6100000,14100000,4100000,2.8005233,3.6707077,Fall,approved
3361,3, Graduate, No,6100000,13500000,2,717,15700000,4200000,16100000,3400000,5.6743464,2.6333396,Summer,approved
3362,5, Not Graduate, Yes,7100000,21800000,18,891,7000000,0,18900000,4700000,3.9667473,1.7618275,Spring,approved
3363,1, Graduate, Yes,200000,500000,20,713,0,200000,500000,100000,3.7107909,2.3918715,Spring,approved
3364,3, Not Graduate, Yes,9400000,30900000,20,873,22800000,17700000,19300000,9000000,6.464423,0.97739196,Winter,approved
3365,5, Graduate, No,5600000,20300000,4,772,10600000,6000000,13600000,7600000,4.695493,2.6595938,Summer,approved
3366,1, Not Graduate, Yes,2800000,5900000,20,728,1000000,3200000,10300000,1400000,5.5875154,1.6332257,Summer,approved
3367,1, Graduate, Yes,6600000,20700000,4,594,4800000,200000,26400000,8900000,4.742258,1.299695,Summer,approved
3368,1, Not Graduate, No,6900000,26200000,4,534,14500000,11900000,14900000,9400000,5.3657937,3.9175103,Fall,approved
3369,5, Not Graduate, No,9000000,23900000,12,658,5700000,4600000,32100000,6100000,3.9624898,2.5085306,Spring,approved
3370,4, Not Graduate, Yes,6400000,18400000,16,320,17700000,3600000,13900000,8300000,4.1346016,4.216307,Winter,rejected
3371,2, Graduate, No,2900000,11300000,12,839,700000,5100000,8100000,2600000,4.902952,1.5727984,Summer,approved
3372,3, Graduate, No,7000000,19500000,14,719,12200000,10300000,18200000,10200000,3.1014595,2.0934477,Spring,approved
3373,5, Not Graduate, Yes,8400000,31900000,10,605,18900000,10300000,22000000,9100000,3.2386892,2.1464639,Spring,approved
3374,5, Graduate, Yes,2600000,8600000,18,651,1000000,100000,7800000,2600000,4.8488774,3.3292036,Fall,approved
3375,0, Graduate, No,3000000,8100000,6,683,3200000,4900000,10200000,3200000,6.091226,2.6946144,Winter,approved
3376,4, Graduate, Yes,5400000,11500000,20,705,14600000,3800000,13500000,6100000,5.2620473,3.2008018,Fall,approved
3377,5, Not Graduate, Yes,2300000,4700000,18,592,1600000,3900000,6200000,2800000,5.570513,0.8312624,Summer,approved
3378,4, Graduate, No,9100000,26600000,2,812,23300000,11900000,33100000,10400000,6.2386346,2.1175916,Winter,approved
3379,3, Not Graduate, Yes,8100000,29300000,2,413,8100000,15100000,25500000,6400000,5.3815856,1.8542336,Summer,approved
3380,1, Not Graduate, No,3500000,12700000,4,350,5200000,6800000,12900000,1800000,4.069121,2.7020528,Summer,approved
3381,0, Graduate, No,2600000,5100000,14,678,500000,1200000,6000000,3100000,4.1194177,3.0381763,Fall,approved
3382,2, Graduate, Yes,8800000,34400000,2,712,10500000,12500000,29300000,5900000,4.9985785,2.1207082,Summer,approved
3383,4, Not Graduate, Yes,4200000,9100000,2,900,6700000,5300000,10900000,5900000,3.2222598,3.4943886,Fall,approved
3384,0, Graduate, No,8300000,19400000,18,649,2500000,16100000,24300000,11300000,4.6230073,1.8151561,Summer,approved
3385,4, Not Graduate, No,7700000,24500000,20,582,9800000,6600000,29100000,6500000,5.756885,2.9783497,Summer,approved
3386,2, Graduate, Yes,7400000,27300000,18,561,12600000,400000,27100000,9600000,5.422537,2.0066984,Summer,approved
3387,5, Not Graduate, Yes,4500000,12700000,8,307,11000000,3800000,12600000,2700000,6.724905,2.5551965,Winter,rejected
3388,3, Graduate, Yes,9800000,28400000,12,487,8900000,15400000,30800000,11100000,5.320149,1.1918142,Summer,rejected
3389,4, Not Graduate, Yes,8800000,22200000,10,512,6800000,4000000,31900000,9900000,4.2944837,1.740022,Summer,rejected
3390,0, Graduate, Yes,4200000,13600000,4,834,8700000,3400000,12000000,3100000,3.287282,2.431402,Spring,approved
3391,5, Not Graduate, No,2700000,8700000,14,772,2200000,2800000,7600000,3700000,6.9303246,2.0413888,Winter,approved
3392,3, Not Graduate, No,2400000,9300000,2,682,3100000,4400000,5200000,1500000,4.5916157,1.7506332,Summer,approved
3393,2, Not Graduate, No,7200000,16800000,6,796,6600000,6100000,14400000,9800000,5.443627,0.30877662,Summer,approved
3394,0, Not Graduate, Yes,1000000,4000000,10,620,2400000,1300000,3700000,1100000,3.40526,2.9692502,Spring,approved
3395,3, Graduate, Yes,9000000,32900000,6,657,9900000,600000,29200000,12000000,5.1530957,4.076812,Winter,approved
3396,4, Not Graduate, Yes,6400000,23500000,2,485,7300000,2700000,23600000,3900000,9.530371,1.2144904,Winter,approved
3397,1, Not Graduate, No,900000,3500000,18,395,2500000,800000,3000000,1300000,6.173931,2.3868568,Winter,rejected
3398,1, Graduate, No,8300000,24900000,10,642,11500000,15400000,21600000,5800000,2.7425632,3.6763523,Fall,approved
3399,2, Not Graduate, Yes,3800000,8000000,12,866,6000000,600000,8400000,1900000,7.0199966,1.3262507,Winter,approved
3400,2, Graduate, Yes,8300000,30100000,16,636,5200000,5100000,33100000,7200000,4.6114173,2.2467718,Summer,approved
3401,2, Not Graduate, Yes,1700000,3500000,20,693,2200000,1400000,4800000,1700000,3.6626642,3.4752014,Fall,approved
3402,0, Graduate, Yes,1000000,3200000,10,854,2600000,800000,2900000,1200000,6.8665695,4.6000896,Winter,approved
3403,3, Graduate, Yes,9000000,30400000,6,638,16800000,11000000,26900000,9200000,6.2958555,2.0609212,Winter,approved
3404,0, Not Graduate, Yes,3800000,10600000,12,490,3300000,6500000,14400000,3100000,5.67225,2.7001603,Summer,rejected
3405,3, Not Graduate, No,2000000,5800000,8,799,3000000,3100000,5500000,1000000,5.5232797,2.5747747,Summer,approved
3406,4, Graduate, Yes,8300000,25400000,4,624,22900000,4000000,24800000,5400000,6.1677475,3.6615808,Winter,approved
3407,4, Not Graduate, No,2000000,4700000,18,733,3700000,3700000,7000000,2800000,4.9895086,1.5179106,Summer,approved
3408,2, Not Graduate, Yes,8200000,27800000,16,827,11500000,8700000,26000000,10700000,6.4120755,2.2507455,Winter,approved
3409,1, Graduate, Yes,1900000,4200000,4,620,4700000,2800000,7500000,900000,5.1500206,3.1519825,Fall,approved
3410,3, Not Graduate, No,3200000,9200000,14,443,3300000,1100000,7200000,4500000,3.7902703,2.8696496,Spring,rejected
3411,3, Not Graduate, No,4100000,12200000,2,457,700000,500000,14100000,4900000,4.138618,2.6390567,Summer,rejected
3412,3, Graduate, No,3500000,13300000,4,798,7400000,5300000,12100000,3600000,4.7613263,0.62491685,Summer,approved
3413,2, Not Graduate, No,7500000,15400000,8,332,8300000,3100000,23700000,5400000,4.024993,2.861009,Summer,rejected
3414,1, Graduate, Yes,800000,2500000,4,409,1300000,1000000,3100000,900000,2.1888638,2.366117,Spring,approved
3415,4, Graduate, Yes,500000,1200000,4,627,0,500000,1800000,700000,5.872711,2.2926757,Summer,approved
3416,2, Not Graduate, No,7200000,16800000,6,796,6600000,6100000,14400000,9800000,4.1603913,1.7974956,Summer,approved
3417,5, Not Graduate, No,4600000,11500000,16,668,6500000,3100000,10200000,5500000,3.9444866,2.4606593,Spring,approved
3418,4, Not Graduate, No,2400000,7000000,4,539,2300000,0,9600000,2900000,4.3872905,2.8238711,Summer,rejected
3419,2, Graduate, No,2200000,7000000,6,777,6100000,400000,4400000,3300000,5.748849,1.4314222,Summer,approved
3420,4, Graduate, Yes,300000,900000,4,797,300000,400000,600000,400000,5.251026,3.7280986,Fall,approved
3421,2, Not Graduate, Yes,3900000,9300000,8,591,10900000,2700000,9600000,3300000,3.435546,2.0569232,Spring,approved
3422,5, Graduate, Yes,8000000,21500000,12,779,2600000,15100000,29800000,10400000,6.1584888,3.222205,Winter,approved
3423,3, Graduate, No,3400000,8900000,6,896,4200000,4800000,10200000,4200000,1.5981601,2.7440703,Spring,approved
3424,3, Graduate, No,7200000,17700000,4,662,13100000,11500000,16300000,5300000,6.956897,1.6465603,Winter,approved
3425,4, Not Graduate, No,8600000,20900000,10,867,24300000,7200000,23700000,9900000,6.9598827,0.45617867,Winter,approved
3426,4, Graduate, Yes,8900000,20700000,6,684,1100000,9200000,20400000,6700000,4.1142917,2.6282809,Summer,approved
3427,4, Not Graduate, Yes,7600000,20000000,18,691,5000000,8700000,23400000,11200000,5.063265,3.1926758,Fall,approved
3428,0, Not Graduate, No,7000000,25300000,14,697,15100000,10400000,14300000,6700000,6.55151,2.3694081,Winter,approved
3429,5, Not Graduate, No,9000000,29300000,4,531,10400000,9500000,35500000,5800000,8.531874,2.1382287,Winter,approved
3430,3, Not Graduate, Yes,7200000,21600000,2,626,10600000,1600000,26900000,3700000,5.1684117,3.319671,Fall,approved
3431,5, Not Graduate, Yes,600000,1500000,2,319,100000,1100000,2100000,600000,4.960795,1.7094688,Summer,rejected
3432,4, Graduate, No,1600000,4900000,8,685,3200000,2000000,3800000,1500000,5.9730144,2.9580858,Summer,approved
3433,1, Graduate, Yes,300000,1000000,14,324,100000,100000,1100000,100000,4.255485,1.8781197,Summer,rejected
3434,4, Graduate, No,8300000,24600000,2,382,1400000,1200000,16700000,6600000,6.945682,3.801521,Winter,rejected
3435,1, Graduate, No,6500000,23100000,20,741,11400000,8500000,25700000,7900000,5.893206,2.94569,Summer,approved
3436,1, Graduate, Yes,4300000,10100000,2,797,4400000,4500000,16300000,4700000,5.803994,1.3220545,Summer,approved
3437,1, Not Graduate, No,5300000,17800000,12,889,15300000,500000,14900000,6800000,8.919515,1.2774724,Winter,approved
3438,3, Not Graduate, Yes,3100000,11400000,16,562,3600000,3600000,7200000,3100000,6.76631,3.5454562,Winter,approved
3439,0, Graduate, Yes,2300000,6000000,8,690,5500000,2900000,6000000,2000000,3.8326385,3.3641427,Fall,approved
3440,3, Graduate, Yes,9900000,29900000,20,490,10500000,9100000,27100000,7400000,3.6278071,3.8120894,Fall,rejected
3441,2, Graduate, No,9600000,29900000,12,778,2400000,17600000,22700000,8000000,4.587385,4.7980022,Winter,approved
3442,3, Graduate, Yes,3000000,7100000,6,415,2000000,5700000,9500000,2500000,7.0138574,0.63507265,Winter,rejected
3443,0, Graduate, Yes,9800000,32600000,10,704,7000000,12100000,30000000,4900000,3.4668286,2.2022798,Spring,approved
3444,0, Graduate, No,8000000,29800000,12,736,600000,15700000,30800000,8400000,5.9972706,2.0721157,Summer,approved
3445,2, Not Graduate, No,2400000,6200000,12,860,4900000,3700000,9500000,1100000,6.636174,1.8089206,Winter,approved
3446,0, Graduate, No,4700000,14800000,20,755,12300000,5000000,15400000,3700000,7.621225,2.8080885,Winter,approved
3447,4, Not Graduate, No,1900000,3800000,20,785,1000000,600000,6100000,1500000,4.6901197,1.4447763,Summer,approved
3448,2, Graduate, No,4400000,12500000,18,492,7900000,1200000,10100000,2700000,3.095166,2.9818096,Spring,rejected
3449,5, Not Graduate, No,6500000,23300000,12,790,600000,9700000,15500000,9500000,3.725003,3.0835276,Fall,approved
3450,2, Graduate, No,5300000,19300000,16,368,14700000,400000,11600000,3700000,3.3631005,2.4610965,Spring,rejected
3451,5, Graduate, Yes,9700000,24700000,18,648,15100000,600000,25200000,6800000,2.0440643,4.1920753,Winter,approved
3452,1, Graduate, Yes,7500000,19900000,10,669,1800000,8800000,18100000,7300000,2.58154,2.0699801,Spring,approved
3453,3, Not Graduate, Yes,2200000,8800000,2,877,5000000,1300000,6400000,3100000,7.60068,3.4126358,Winter,approved
3454,0, Graduate, Yes,7400000,15200000,12,600,6200000,8500000,18800000,4100000,4.6893687,1.4087578,Summer,approved
3455,3, Graduate, Yes,7500000,25300000,12,767,13200000,10800000,19400000,9600000,3.2455084,3.0020123,Fall,approved
3456,3, Not Graduate, No,9200000,35500000,2,715,11100000,11800000,19800000,11700000,4.680513,1.5129691,Summer,approved
3457,4, Graduate, Yes,1300000,3900000,16,566,700000,200000,3400000,1600000,5.3479004,2.6401577,Summer,approved
3458,1, Graduate, No,8700000,33200000,4,866,19600000,15900000,23700000,10500000,2.659579,2.9429421,Spring,approved
3459,0, Not Graduate, No,2400000,5000000,14,580,5900000,4400000,5500000,3200000,4.328167,3.1054595,Fall,approved
3460,3, Not Graduate, No,2400000,9300000,2,682,3100000,4400000,5200000,1500000,3.569653,3.1560001,Fall,approved
3461,1, Graduate, No,900000,2900000,20,782,0,1500000,3500000,800000,6.094801,0.7964918,Winter,approved
3462,5, Not Graduate, Yes,8600000,28900000,8,516,9900000,1800000,30200000,6800000,9.492026,4.3653946,Winter,rejected
3463,1, Graduate, No,1800000,5400000,4,415,4400000,2000000,5600000,1800000,5.569843,1.8180543,Summer,approved
3464,5, Graduate, No,8800000,21600000,18,613,15400000,12100000,30000000,8400000,5.5716166,0.897772,Summer,approved
3465,0, Not Graduate, Yes,3300000,9600000,8,465,6100000,700000,9700000,2000000,3.6242952,0.5566936,Spring,rejected
3466,4, Not Graduate, No,1700000,5600000,8,395,2700000,800000,3500000,2400000,6.4779434,2.2367778,Winter,rejected
3467,1, Graduate, Yes,9900000,39500000,12,808,11800000,3700000,30200000,13500000,4.613121,5,Winter,approved
3468,0, Graduate, Yes,1800000,6000000,12,658,2900000,2300000,4500000,2400000,6.845477,2.3834784,Winter,approved
3469,0, Not Graduate, Yes,9200000,34900000,4,702,16900000,16000000,24100000,9800000,7.7664037,3.1282954,Winter,approved
3470,4, Not Graduate, No,2700000,10700000,6,857,7400000,4200000,8200000,2800000,2.9578116,3.100907,Fall,approved
3471,4, Not Graduate, No,1000000,3800000,2,611,1700000,1800000,2500000,600000,4.7131205,2.134979,Summer,approved
3472,3, Graduate, Yes,1300000,4800000,14,808,3100000,2000000,5100000,1500000,4.5076947,2.6137135,Summer,approved
3473,3, Graduate, Yes,9400000,24600000,10,414,8800000,13400000,23800000,5600000,6.6998997,0.43546385,Winter,rejected
3474,1, Graduate, Yes,7800000,23300000,6,620,3500000,2100000,22200000,7600000,6.985564,2.5933905,Winter,approved
3475,0, Graduate, No,6500000,14500000,12,755,9000000,11900000,20800000,3400000,3.6348176,2.700121,Spring,approved
3476,5, Graduate, No,6300000,20500000,14,515,4300000,3600000,18300000,9100000,2.597429,1.2381496,Spring,rejected
3477,1, Graduate, No,2600000,9900000,6,594,2900000,4300000,6700000,2500000,4.090497,3.689609,Fall,approved
3478,4, Graduate, Yes,5600000,16500000,20,692,14500000,7800000,18000000,7400000,5.0341487,1.6428297,Summer,approved
3479,5, Graduate, No,3200000,8700000,16,558,2600000,2500000,9100000,1800000,5.5837493,3.154878,Fall,approved
3480,0, Not Graduate, Yes,4900000,16500000,4,600,11100000,2200000,12000000,6500000,4.6717134,1.8302264,Summer,approved
3481,5, Not Graduate, Yes,7500000,17000000,8,300,7800000,8300000,18900000,6700000,5.1730576,3.4363005,Fall,rejected
3482,1, Not Graduate, No,9900000,38700000,6,670,19400000,12600000,35800000,6500000,4.420697,3.5553908,Fall,approved
3483,3, Not Graduate, No,7700000,26400000,12,759,3400000,2900000,21900000,10800000,4.0125303,2.8764017,Summer,approved
3484,1, Not Graduate, No,7100000,23500000,12,768,6400000,12100000,22400000,7300000,6.424905,1.8733119,Winter,approved
3485,0, Not Graduate, Yes,9900000,38200000,6,573,17200000,10000000,20100000,5900000,7.682313,1.9339234,Winter,approved
3486,2, Graduate, Yes,8000000,28400000,10,607,11400000,3800000,29000000,11600000,4.672469,2.1222908,Summer,approved
3487,1, Graduate, Yes,2100000,6300000,16,899,2400000,2200000,4400000,2200000,4.3587756,2.8260932,Summer,approved
3488,1, Not Graduate, No,9100000,24000000,20,353,25100000,9200000,26100000,10900000,5.2016196,1.7832389,Summer,rejected
3489,1, Not Graduate, Yes,4700000,15000000,20,835,2100000,2500000,10100000,3800000,5.109341,3.4662347,Fall,approved
3490,2, Not Graduate, Yes,7800000,29600000,14,568,-100000,8600000,27000000,7200000,7.2863116,1.2948284,Winter,approved
3491,0, Graduate, No,7500000,23000000,14,725,8900000,4800000,20200000,7100000,3.1950521,2.664648,Spring,approved
3492,3, Not Graduate, No,8900000,35200000,10,894,17100000,5600000,27700000,9800000,5.568269,2.235222,Summer,approved
3493,4, Not Graduate, No,4400000,17200000,4,563,4100000,3700000,12700000,2900000,5.834596,4.441933,Winter,approved
3494,2, Not Graduate, Yes,3200000,9700000,6,737,7300000,3500000,9700000,2600000,4.901566,2.07862,Summer,approved
3495,2, Graduate, Yes,4500000,12600000,2,568,6900000,3900000,17800000,2900000,4.5239553,2.4251068,Summer,approved
3496,4, Graduate, Yes,8700000,23400000,16,372,10600000,11700000,20000000,8000000,2.38938,4.077767,Winter,rejected
3497,2, Graduate, No,1100000,2500000,20,615,2800000,1700000,2300000,1300000,3.827588,2.5292547,Spring,approved
3498,3, Not Graduate, No,6600000,18800000,12,834,18800000,9300000,13700000,4800000,6.6114035,1.4140879,Winter,approved
3499,2, Graduate, Yes,8000000,28400000,10,607,11400000,3800000,29000000,11600000,6.6191297,2.3960268,Winter,approved
3500,5, Graduate, Yes,4200000,12300000,2,686,10500000,200000,15600000,4200000,7.7930336,2.9718857,Winter,approved
3501,1, Graduate, No,9500000,23000000,10,627,28500000,11500000,21700000,9100000,5.334924,2.7451758,Summer,approved
3502,1, Not Graduate, No,1900000,4900000,20,647,4100000,2100000,6800000,1700000,3.2813125,2.2465599,Spring,approved
3503,0, Not Graduate, Yes,3600000,13400000,6,589,3600000,0,11200000,4000000,6.55151,2.3694081,Winter,approved
3504,5, Not Graduate, No,3200000,7400000,2,838,2200000,2900000,10200000,3600000,4.9904017,3.1579678,Fall,approved
3505,0, Graduate, Yes,1000000,3200000,8,304,500000,600000,3700000,700000,6.9561963,2.218388,Winter,rejected
3506,0, Graduate, Yes,9300000,25000000,14,362,14900000,16100000,32300000,11000000,3.2922359,2.846636,Spring,rejected
3507,1, Graduate, No,1200000,2800000,12,431,900000,400000,2900000,900000,8.091261,1.0495869,Winter,rejected
3508,3, Not Graduate, Yes,900000,2500000,20,529,900000,300000,3200000,700000,4.19398,2.289431,Summer,rejected
3509,3, Graduate, Yes,7800000,25600000,6,523,13600000,7100000,20800000,9200000,3.1269157,3.865033,Fall,rejected
3510,2, Not Graduate, Yes,3900000,13900000,18,715,5000000,5600000,9900000,2100000,3.1298869,3.4593742,Fall,approved
3511,5, Graduate, Yes,3500000,13500000,10,535,3100000,5700000,12500000,3100000,5.632144,3.4596088,Fall,rejected
3512,0, Not Graduate, No,1900000,6900000,4,749,2100000,3700000,4300000,2200000,5.825025,2.2075224,Summer,approved
3513,5, Graduate, Yes,2000000,6300000,4,366,5300000,2200000,5400000,2800000,4.7059975,2.8966298,Summer,approved
3514,1, Graduate, No,8100000,29600000,4,672,8200000,5100000,21100000,5400000,2.9875607,0.7820607,Spring,approved
3515,0, Not Graduate, No,5800000,19600000,14,673,8900000,10700000,18000000,7200000,4.697359,1.7659668,Summer,approved
3516,4, Graduate, No,2200000,6100000,12,330,5500000,2900000,5000000,2200000,6.483376,2.4509304,Winter,rejected
3517,2, Not Graduate, No,3700000,13500000,4,820,4700000,1600000,14000000,5300000,5.5691714,2.9809778,Summer,approved
3518,4, Not Graduate, Yes,3300000,10600000,8,465,500000,4400000,7300000,2800000,3.095166,2.9818096,Spring,rejected
3519,5, Graduate, No,6300000,22500000,18,629,300000,3900000,23100000,8000000,4.066279,2.4168298,Summer,approved
3520,3, Graduate, No,1100000,3100000,14,359,1500000,1000000,4000000,1000000,4.189165,3.4274309,Fall,rejected
3521,5, Graduate, Yes,1300000,2900000,12,669,400000,1700000,3900000,1800000,6.7658424,2.2196043,Winter,approved
3522,4, Graduate, Yes,7000000,27100000,12,881,8300000,9400000,17200000,9500000,4.8488774,3.3292036,Fall,approved
3523,1, Not Graduate, No,2700000,9400000,18,704,5300000,2300000,6400000,2400000,3.7482815,2.7811515,Spring,approved
3524,4, Not Graduate, Yes,7900000,31400000,10,654,16500000,15200000,25400000,5000000,4.45757,2.253293,Summer,approved
3525,1, Not Graduate, No,5200000,12600000,10,721,1100000,8700000,13900000,3600000,5.9557047,2.2547576,Summer,approved
3526,5, Not Graduate, Yes,2100000,4900000,12,651,2500000,2100000,6100000,1800000,1.8267221,3.3203208,Fall,approved
3527,3, Graduate, Yes,9700000,36000000,6,631,3500000,5500000,28500000,7500000,4.86994,2.3965957,Summer,approved
3528,0, Graduate, No,2700000,10600000,6,591,1300000,2700000,9900000,1800000,7.4707613,4.4667034,Winter,approved
3529,0, Not Graduate, Yes,4000000,11000000,8,799,4400000,6100000,14700000,4200000,2.515302,3.6687698,Fall,approved
